-4.078499099715223730e-01,-4.877223645447724132e-01,-1.266023100658020262e+00,-2.725985670699271335e-01,-5.761339398881969442e-01,1.239973919789561840e+00,8.401220191875458099e-01,-5.202642798770813481e-01,-7.529221491458389925e-01,-1.278354349421361835e+00,-3.030941484345218151e-01,4.105710206445085109e-01,-1.097990110463516800e+00,3.789999999999999858e+01
-4.073736799715095280e-01,-4.877223645447724132e-01,2.470568203646032468e-01,-2.725985670699271335e-01,-1.016688769696919348e+00,1.945529782619608320e-03,-8.383369700579135220e-01,3.363509099530725410e-01,-5.230014488454197696e-01,-6.080134997247872014e-02,1.130321017767571684e-01,2.911691506294954990e-01,-5.204741203132713379e-01,2.139999999999999858e+01
1.251786000429166157e-01,-4.877223645447724132e-01,1.015999070884297195e+00,-2.725985670699271335e-01,1.367490329267930127e+00,-4.396986602198569849e-01,6.872115692562856815e-01,-5.773085698657708376e-01,1.661245254008562044e+00,1.530926459307036858e+00,8.065758321288887256e-01,-3.795795419884379296e+00,8.910758800539552160e-01,1.269999999999999929e+01
2.830359004029240830e-02,-4.877223645447724132e-01,1.015999070884297195e+00,-2.725985670699271335e-01,1.859875139054148807e+00,-4.791752021765999237e-02,8.010053992051303640e-01,-7.128363198388988353e-01,1.661245254008562044e+00,1.530926459307036858e+00,8.065758321288887256e-01,-6.604963941541938666e-02,2.154382398781824470e-01,1.989999999999999858e+01
-4.124084499716458851e-01,-4.877223645447724132e-01,-9.698271304578347518e-01,-2.725985670699271335e-01,-9.130288097419256843e-01,-3.841369702195454039e-01,-8.347809100595121601e-01,3.005080799601793085e-01,-7.529221491458389925e-01,-9.576330695665340453e-01,2.055960172980629899e-02,4.310743706470864800e-01,2.900710982968084106e-02,2.250000000000000000e+01
-4.169343799717684651e-01,1.014462518800952839e+00,-1.403177880750717366e+00,-2.725985670699271335e-01,-9.734971197156718770e-01,1.362494569790248855e+00,-6.854265101266534543e-01,1.541554289714109904e+00,-9.828428594462581547e-01,-7.378795996660039158e-01,-1.366527878974456822e+00,4.173689206453631839e-01,-1.004073680439083738e+00,3.270000000000000284e+01
-2.920339960553406007e-03,-4.877223645447724132e-01,1.015999070884297195e+00,-2.725985670699271335e-01,2.185924297667527216e-01,2.170689897838259108e-01,2.284801894625055618e-01,-4.271394598955458033e-01,1.661245254008562044e+00,1.530926459307036858e+00,8.065758321288887256e-01,4.023477506434745554e-01,2.392677798843819148e-01,2.319999999999999929e+01
-2.255585399665843982e-01,-4.877223645447724132e-01,1.231944901030245676e+00,-2.725985670699271335e-01,2.732346478675343526e+00,-2.316984902186905726e-01,1.021480939106016894e+00,-1.034898909775041620e+00,-5.230014488454197696e-01,-3.110493998592059328e-02,-1.736417879162260425e+00,1.768109006151167006e-01,2.028225998749003667e-01,2.150000000000000000e+01
-3.955610799711894998e-01,4.565081275582548725e-01,-7.699313203227339253e-01,-2.725985670699271335e-01,-1.068518749674415957e+00,-8.353399021785971879e-02,3.778345893953642398e-01,2.025289919618197043e+00,-2.930807385450006630e-01,-4.646725897896692437e-01,2.979770918706589056e-01,2.134318506197212251e-01,-3.508638402691457436e-01,2.050000000000000000e+01
-4.137789199716829791e-01,2.945843083102599458e+00,-1.403177880750717366e+00,-2.725985670699271335e-01,-1.301753659573151145e+00,1.428028869790616273e+00,-1.225947199883665739e+00,1.670426859688557641e+00,-8.678824992960485485e-01,-4.706118697869808853e-01,-2.707379109655244420e+00,4.410519306483409729e-01,-1.201718710490502717e+00,3.329999999999999716e+01
